Date ,Ward,Cumulative_cases,Num_of_sealed_buildings,Num_of_containment_zones_slums_and_chawls,Num_of_sealed_floors
2020-12-23,FN,10938,120,7,
2020-12-23,FS,10701,62,16,
2020-12-23,GN,13913,120,23,
2020-12-23,GS,10214,72,3,
2020-12-23,HE,9451,66,10,
2020-12-23,HW,10097,113,2,
2020-12-23,KE,17080,289,27,
2020-12-23,KW,18918,265,18,
2020-12-23,L,10798,59,19,
2020-12-23,ME,8920,13,5,
2020-12-23,MW,8597,117,9,
2020-12-23,N,14188,208,39,
2020-12-23,PN,17561,231,16,
2020-12-23,PS,11489,146,7,
2020-12-23,RC,20742,191,6,
2020-12-23,RN,9027,113,14,
2020-12-23,RS,17418,107,6,
2020-12-23,S,14140,72,29,
2020-12-23,T,14196,244,14,
2020-12-24,A,6910,36,5,
2020-12-24,B,2121,5,0,
2020-12-24,C,3888,5,6,
2020-12-24,D,13219,107,6,
2020-12-24,E,9595,51,9,
2020-12-24,FN,10956,120,7,
2020-12-24,FS,10716,57,17,
2020-12-24,GN,13930,121,22,
2020-12-24,GS,10231,67,3,
2020-12-24,HE,9481,72,11,
2020-12-24,HW,10118,76,2,
2020-12-24,KE,17127,292,23,
2020-12-24,KW,18966,253,17,
2020-12-24,L,10827,59,19,
2020-12-24,ME,8941,13,5,
2020-12-24,MW,8603,121,9,
2020-12-24,N,14220,228,42,
2020-12-24,PN,17608,226,18,
2020-12-24,PS,11514,171,7,
2020-12-24,RC,20787,138,6,
2020-12-24,RN,9043,108,17,
2020-12-24,RS,17455,107,6,
2020-12-24,S,14155,75,29,
2020-12-24,T,14228,275,16,
2020-12-25,A,6922,36,5,
2020-12-25,B,2125,5,0,
2020-12-25,C,3889,4,6,
2020-12-25,D,13239,117,8,
2020-12-25,E,9601,51,9,
2020-12-25,FN,10963,120,7,
2020-12-25,FS,10731,63,17,
2020-12-25,GN,13943,141,24,
2020-12-25,GS,10250,67,3,
2020-12-25,HE,9508,73,13,
2020-12-25,HW,10141,95,3,
2020-12-25,KE,17160,259,26,
2020-12-25,KW,19022,233,19,
2020-12-25,L,10843,54,17,
2020-12-25,ME,8961,13,5,
2020-12-25,MW,8618,108,9,
2020-12-25,N,14252,140,22,
2020-12-25,PN,17638,220,19,
2020-12-25,PS,11539,153,6,
2020-12-25,RC,20853,32,6,
2020-12-25,RN,9049,107,16,
2020-12-25,RS,17498,107,6,
2020-12-25,S,14173,75,29,
2020-12-25,T,14264,287,17,
2020-12-26,A,6927,36,5,
2020-12-26,B,2131,5,0,
2020-12-26,C,3892,4,6,
2020-12-26,D,13263,117,8,
2020-12-26,E,9610,51,9,
2020-12-26,FN,10985,120,7,
2020-12-26,FS,10745,63,17,
2020-12-26,GN,13955,141,24,
2020-12-26,GS,10259,67,3,
2020-12-26,HE,9519,73,13,
2020-12-26,HW,10162,95,3,
2020-12-26,KE,17189,259,26,
2020-12-26,KW,19060,233,19,
2020-12-26,L,10863,54,17,
2020-12-26,ME,8973,13,5,
2020-12-26,MW,8635,108,9,
2020-12-26,N,14276,140,22,
2020-12-26,PN,17687,220,19,
2020-12-26,PS,11559,153,6,
2020-12-26,RC,20883,32,6,
2020-12-26,RN,9059,107,16,
2020-12-26,RS,17547,107,6,
2020-12-26,S,14191,75,29,
2020-12-26,T,14300,287,17,
2020-12-27,A,6937,35,3,
2020-12-27,B,2134,5,0,
2020-12-27,C,3894,4,6,
2020-12-27,D,13295,119,8,
2020-12-27,E,9631,51,9,
2020-12-27,FN,11009,120,7,
2020-12-27,FS,10764,65,17,
2020-12-27,GN,13974,139,23,
2020-12-27,GS,10278,67,3,
2020-12-27,HE,9531,66,13,
2020-12-27,HW,10183,95,3,
2020-12-27,KE,17225,255,26,
2020-12-27,KW,19093,250,20,
2020-12-27,L,10874,56,18,
2020-12-27,ME,8985,13,5,
2020-12-27,MW,8654,116,6,
2020-12-27,N,14309,138,18,
2020-12-27,PN,17723,213,19,
2020-12-27,PS,11580,159,6,
2020-12-27,RC,20918,32,6,
2020-12-27,RN,9076,110,16,
2020-12-27,RS,17576,107,6,
2020-12-27,S,14222,76,31,
2020-12-27,T,14335,296,17,
2020-12-28,A,6960,36,3,
2020-12-28,B,2139,3,0,
2020-12-28,C,3896,8,6,
2020-12-28,D,13316,149,9,
2020-12-28,E,9640,51,9,
2020-12-28,FN,11030,54,7,
2020-12-28,FS,10767,70,15,
2020-12-28,GN,13995,162,27,
2020-12-28,GS,10287,50,3,
2020-12-28,HE,9540,70,13,
2020-12-28,HW,10205,93,2,
2020-12-28,KE,17259,246,26,
2020-12-28,KW,19130,255,21,
2020-12-28,L,10902,55,18,
2020-12-28,ME,8993,13,5,
2020-12-28,MW,8681,109,7,
2020-12-28,N,14333,162,17,
2020-12-28,PN,17760,224,19,
2020-12-28,PS,11600,155,7,
2020-12-28,RC,20956,0,6,
2020-12-28,RN,9081,102,17,
2020-12-28,RS,17622,107,6,
2020-12-28,S,14245,77,31,
2020-12-28,T,14377,310,16,
2020-12-29,A,6984,36,3,
2020-12-29,B,2141,3,0,
2020-12-29,C,3897,8,6,
2020-12-29,D,13336,149,9,
2020-12-29,E,9659,51,9,
2020-12-29,FN,11048,54,7,
2020-12-29,FS,10779,70,15,
2020-12-29,GN,14009,162,27,
2020-12-29,GS,10296,50,3,
2020-12-29,HE,9554,70,13,
2020-12-29,HW,10227,93,2,
2020-12-29,KE,17287,246,26,
2020-12-29,KW,19164,255,21,
2020-12-29,L,10925,55,18,
2020-12-29,ME,9012,13,5,
2020-12-29,MW,8700,109,7,
2020-12-29,N,14365,162,17,
2020-12-29,PN,17782,224,19,
2020-12-29,PS,11621,155,7,
2020-12-29,RC,21006,0,6,
2020-12-29,RN,9103,102,17,
2020-12-29,RS,17648,107,6,
2020-12-29,S,14265,77,31,
2020-12-29,T,14401,310,16,
2020-12-30,A,6998,39,3,
2020-12-30,B,2145,2,0,
2020-12-30,C,3900,7,8,
2020-12-30,D,13360,164,10,
2020-12-30,E,9680,51,9,
2020-12-30,FN,11069,24,1,
2020-12-30,FS,10782,68,14,
2020-12-30,GN,14035,170,28,
2020-12-30,GS,10311,64,0,
2020-12-30,HE,9580,73,12,
2020-12-30,HW,10247,107,2,
2020-12-30,KE,17327,280,29,
2020-12-30,KW,19220,251,22,
2020-12-30,L,10946,50,18,
2020-12-30,ME,9024,13,5,
2020-12-30,MW,8718,108,4,
2020-12-30,N,14385,149,15,
2020-12-30,PN,17826,217,19,
2020-12-30,PS,11674,158,9,
2020-12-30,RC,21056,0,6,
2020-12-30,RN,9116,103,17,
2020-12-30,RS,17688,2,1,
2020-12-30,S,14313,104,32,
2020-12-30,T,14460,313,14,
2020-12-31,A,7005,45,1,
2020-12-31,B,2149,2,0,
2020-12-31,C,3904,7,8,
2020-12-31,D,13395,164,10,
2020-12-31,E,9697,51,9,
2020-12-31,FN,11096,24,1,
2020-12-31,FS,10790,58,14,
2020-12-31,GN,14054,171,27,
2020-12-31,GS,10328,82,0,
2020-12-31,HE,9605,73,12,
2020-12-31,HW,10277,115,2,
2020-12-31,KE,17365,127,30,
2020-12-31,KW,19268,258,22,
2020-12-31,L,10976,50,18,
2020-12-31,ME,9032,13,5,
2020-12-31,MW,8735,117,4,
2020-12-31,N,14404,175,18,
2020-12-31,PN,17849,226,19,
2020-12-31,PS,11712,159,9,
2020-12-31,RC,21103,0,6,
2020-12-31,RN,9127,108,19,
2020-12-31,RS,17720,2,1,
2020-12-31,S,14346,109,32,
2020-12-31,T,14510,326,16,
2021-01-01,A,7014,45,1,
2021-01-01,B,2152,2,0,
2021-01-01,C,3911,7,8,
2021-01-01,D,13420,164,10,
2021-01-01,E,9719,51,9,
2021-01-01,FN,11116,24,1,
2021-01-01,FS,10799,58,14,
2021-01-01,GN,14068,171,27,
2021-01-01,GS,10338,82,0,
2021-01-01,HE,9631,73,12,
2021-01-01,HW,10300,115,2,
2021-01-01,KE,17392,127,30,
2021-01-01,KW,19312,258,22,
2021-01-01,L,10997,50,18,
2021-01-01,ME,9050,13,5,
2021-01-01,MW,8768,117,4,
2021-01-01,N,14430,175,18,
2021-01-01,PN,17890,226,19,
2021-01-01,PS,11739,159,9,
2021-01-01,RC,21144,0,6,
2021-01-01,RN,9138,108,19,
2021-01-01,RS,17772,2,1,
2021-01-01,S,14385,109,32,
2021-01-01,T,14560,326,16,
2021-01-02,A,7048,40,1,
2021-01-02,B,2155,2,0,
2021-01-02,C,3915,13,16,
2021-01-02,D,13437,145,7,
2021-01-02,E,9736,0,0,
2021-01-02,FN,11141,0,0,
2021-01-02,FS,10808,50,12,
2021-01-02,GN,14081,97,14,
2021-01-02,GS,10349,82,3,
2021-01-02,HE,9653,86,14,
2021-01-02,HW,10314,117,2,
2021-01-02,KE,17421,48,16,
2021-01-02,KW,19345,255,25,
2021-01-02,L,11022,48,18,
2021-01-02,ME,9060,0,0,
2021-01-02,MW,8786,123,4,
2021-01-02,N,14454,175,19,
2021-01-02,PN,17919,231,14,
2021-01-02,PS,11758,135,7,
2021-01-02,RC,21177,0,0,
2021-01-02,RN,9154,108,16,
2021-01-02,RS,17833,1,0,
2021-01-02,S,14424,111,26,
2021-01-02,T,14601,223,7,
2021-01-03,A,7063,43,1,
2021-01-03,B,2157,2,0,
2021-01-03,C,3922,11,18,
2021-01-03,D,13462,139,6,
2021-01-03,E,9751,0,0,
2021-01-03,FN,11172,112,4,
2021-01-03,FS,10817,49,11,
2021-01-03,GN,14087,83,11,
2021-01-03,GS,10359,73,3,
2021-01-03,HE,9678,78,13,
2021-01-03,HW,10332,110,2,
2021-01-03,KE,17450,59,14,
2021-01-03,KW,19391,261,22,
2021-01-03,L,11042,46,16,
2021-01-03,ME,9072,7,2,
2021-01-03,MW,8810,114,4,
2021-01-03,N,14480,180,20,
2021-01-03,PN,17951,222,14,
2021-01-03,PS,11786,128,5,
2021-01-03,RC,21211,0,0,
2021-01-03,RN,9166,106,16,
2021-01-03,RS,17866,0,0,
2021-01-03,S,14454,117,26,
2021-01-03,T,14634,218,7,
2021-01-04,A,7082,44,1,
2021-01-04,B,2158,16,0,
2021-01-04,C,3928,11,19,
2021-01-04,D,13473,134,6,
2021-01-04,E,9766,25,0,
2021-01-04,FN,11191,162,7,
2021-01-04,FS,10827,52,11,
2021-01-04,GN,14094,78,10,
2021-01-04,GS,10364,79,2,
2021-01-04,HE,9693,73,13,
2021-01-04,HW,10352,117,2,
2021-01-04,KE,17488,59,20,
2021-01-04,KW,19420,264,22,
2021-01-04,L,11060,45,16,
2021-01-04,ME,9082,7,2,
2021-01-04,MW,8829,118,4,
2021-01-04,N,14495,183,22,
2021-01-04,PN,17978,228,13,
2021-01-04,PS,11807,134,5,
2021-01-04,RC,21248,40,0,
2021-01-04,RN,9175,29,17,
2021-01-04,RS,17908,101,2,
2021-01-04,S,14482,121,24,
2021-01-04,T,14671,224,7,
2021-01-05,A,7102,34,1,
2021-01-05,B,2160,16,0,
2021-01-05,C,3930,8,19,
2021-01-05,D,13490,104,5,
2021-01-05,E,9778,21,0,
2021-01-05,FN,11220,153,6,
2021-01-05,FS,10832,37,9,
2021-01-05,GN,14111,57,9,
2021-01-05,GS,10381,72,2,
2021-01-05,HE,9703,63,12,
2021-01-05,HW,10373,99,2,
2021-01-05,KE,17519,51,13,
2021-01-05,KW,19461,216,20,
2021-01-05,L,11072,39,14,
2021-01-05,ME,9091,7,2,
2021-01-05,MW,8842,101,3,
2021-01-05,N,14527,160,18,
2021-01-05,PN,18001,174,12,
2021-01-05,PS,11830,123,5,
2021-01-05,RC,21287,40,0,
2021-01-05,RN,9180,29,13,
2021-01-05,RS,17940,75,2,
2021-01-05,S,14501,116,22,
2021-01-05,T,14721,189,6,
2021-01-06,A,7118,38,1,
2021-01-06,B,2165,16,0,
2021-01-06,C,3934,10,19,
2021-01-06,D,13523,133,5,
2021-01-06,E,9797,20,1,
2021-01-06,FN,11248,143,6,
2021-01-06,FS,10848,49,10,
2021-01-06,GN,14135,56,6,
2021-01-06,GS,10400,79,0,
2021-01-06,HE,9720,88,13,
2021-01-06,HW,10404,119,0,
2021-01-06,KE,17557,46,15,
2021-01-06,KW,19506,282,21,
2021-01-06,L,11093,48,15,
2021-01-06,ME,9112,29,9,
2021-01-06,MW,8870,117,3,
2021-01-06,N,14558,170,20,
2021-01-06,PN,18039,229,13,
2021-01-06,PS,11858,135,6,
2021-01-06,RC,21326,167,0,
2021-01-06,RN,9194,125,13,
2021-01-06,RS,17990,91,5,
2021-01-06,S,14536,120,25,
2021-01-06,T,14773,231,5,
2021-01-07,A,7131,34,1,
2021-01-07,B,2165,16,0,
2021-01-07,C,3937,16,8,
2021-01-07,D,13548,134,5,
2021-01-07,E,9810,18,0,
2021-01-07,FN,11276,174,9,
2021-01-07,FS,10864,51,11,
2021-01-07,GN,14163,47,5,
2021-01-07,GS,10413,77,0,
2021-01-07,HE,9733,82,12,
2021-01-07,HW,10429,126,1,
2021-01-07,KE,17592,40,15,
2021-01-07,KW,19550,287,21,
2021-01-07,L,11128,49,14,
2021-01-07,ME,9130,26,8,
2021-01-07,MW,8895,123,3,
2021-01-07,N,14581,182,23,
2021-01-07,PN,18083,208,11,
2021-01-07,PS,11891,129,6,
2021-01-07,RC,21362,167,0,
2021-01-07,RN,9208,153,10,
2021-01-07,RS,18030,94,5,
2021-01-07,S,14575,111,24,
2021-01-07,T,14825,229,4,
2021-01-08,A,7143,30,1,
2021-01-08,B,2168,18,0,
2021-01-08,C,3942,16,5,
2021-01-08,D,13595,133,5,
2021-01-08,E,9827,17,0,
2021-01-08,FN,11300,168,9,
2021-01-08,FS,10877,56,7,
2021-01-08,GN,14180,37,5,
2021-01-08,GS,10433,68,0,
2021-01-08,HE,9762,74,10,
2021-01-08,HW,10452,124,1,
2021-01-08,KE,17636,30,16,
2021-01-08,KW,19594,290,19,
2021-01-08,L,11149,48,13,
2021-01-08,ME,9148,24,7,
2021-01-08,MW,8909,124,3,
2021-01-08,N,14611,179,24,
2021-01-08,PN,18121,146,8,
2021-01-08,PS,11906,129,5,
2021-01-08,RC,21409,217,0,
2021-01-08,RN,9221,158,12,
2021-01-08,RS,18079,99,7,
2021-01-08,S,14607,102,24,
2021-01-08,T,14858,225,4,
2021-01-09,A,7157,28,1,
2021-01-09,B,2170,20,0,
2021-01-09,C,3943,16,5,
2021-01-09,D,13629,121,5,
2021-01-09,E,9847,14,0,
2021-01-09,FN,11323,155,9,
2021-01-09,FS,10887,51,7,
2021-01-09,GN,14193,30,3,
2021-01-09,GS,10440,66,0,
2021-01-09,HE,9771,77,10,
2021-01-09,HW,10476,122,1,
2021-01-09,KE,17662,45,16,
2021-01-09,KW,19625,277,19,
2021-01-09,L,11174,46,13,
2021-01-09,ME,9159,20,7,
2021-01-09,MW,8933,119,2,
2021-01-09,N,14642,176,22,
2021-01-09,PN,18157,146,7,
2021-01-09,PS,11939,124,5,
2021-01-09,RC,21451,215,0,
2021-01-09,RN,9235,204,12,
2021-01-09,RS,18126,98,7,
2021-01-09,S,14630,93,23,
2021-01-09,T,14891,213,4,
2021-01-10,A,7169,35,1,
2021-01-10,B,2173,20,0,
2021-01-10,C,3946,16,4,
2021-01-10,D,13661,112,5,
2021-01-10,E,9865,13,0,
2021-01-10,FN,11346,140,8,
2021-01-10,FS,10899,44,7,
2021-01-10,GN,14219,22,2,
2021-01-10,GS,10462,58,0,
2021-01-10,HE,9801,74,10,
2021-01-10,HW,10496,112,1,
2021-01-10,KE,17704,41,15,
2021-01-10,KW,19663,272,18,
2021-01-10,L,11194,46,12,
2021-01-10,ME,9172,19,7,
2021-01-10,MW,8964,114,2,
2021-01-10,N,14670,165,22,
2021-01-10,PN,18187,146,7,
2021-01-10,PS,11971,120,5,
2021-01-10,RC,21482,215,0,
2021-01-10,RN,9244,204,11,
2021-01-10,RS,18168,95,7,
2021-01-10,S,14667,90,23,
2021-01-10,T,14940,199,4,
2021-01-11,A,7173,39,1,
2021-01-11,B,2175,19,0,
2021-01-11,C,3952,18,3,
2021-01-11,D,13678,101,5,
2021-01-11,E,9878,12,0,
2021-01-11,FN,11366,132,7,
2021-01-11,FS,10909,43,7,
2021-01-11,GN,14234,9,0,
2021-01-11,GS,10474,57,0,
2021-01-11,HE,9809,76,10,
2021-01-11,HW,10514,128,1,
2021-01-11,KE,17719,53,15,
2021-01-11,KW,19686,253,17,
2021-01-11,L,11214,43,12,
2021-01-11,ME,9181,15,5,
2021-01-11,MW,8980,116,2,
2021-01-11,N,14691,152,21,
2021-01-11,PN,18214,146,7,
2021-01-11,PS,11983,120,5,
2021-01-11,RC,21510,237,0,
2021-01-11,RN,9257,101,10,
2021-01-11,RS,18198,229,7,
2021-01-11,S,14684,70,12,
2021-01-11,T,14978,186,4,
2021-01-12,A,7183,38,1,
2021-01-12,B,2179,18,0,
2021-01-12,C,3955,18,2,
2021-01-12,D,13705,93,5,
2021-01-12,E,9894,11,0,
2021-01-12,FN,11374,165,6,
2021-01-12,FS,10924,41,7,
2021-01-12,GN,14247,0,0,
2021-01-12,GS,10485,54,0,
2021-01-12,HE,9828,72,9,
2021-01-12,HW,10535,126,1,
2021-01-12,KE,17739,52,14,
2021-01-12,KW,19710,240,16,
2021-01-12,L,11234,40,12,
2021-01-12,ME,9196,13,2,
2021-01-12,MW,8997,108,2,
2021-01-12,N,14724,139,19,
2021-01-12,PN,18237,136,7,
2021-01-12,PS,12008,119,5,
2021-01-12,RC,21521,245,0,
2021-01-12,RN,9259,95,10,
2021-01-12,RS,18232,264,7,
2021-01-12,S,14708,59,12,
2021-01-12,T,15005,179,4,
2021-01-13,A,7200,37,1,
2021-01-13,B,2183,17,0,
2021-01-13,C,3961,20,3,
2021-01-13,D,13742,96,4,
2021-01-13,E,9912,8,0,
2021-01-13,FN,11389,151,6,
2021-01-13,FS,10937,47,7,
2021-01-13,GN,14285,4,0,
2021-01-13,GS,10500,44,0,
2021-01-13,HE,9847,71,7,
2021-01-13,HW,10574,134,1,
2021-01-13,KE,17764,60,14,
2021-01-13,KW,19751,241,14,
2021-01-13,L,11252,41,11,
2021-01-13,ME,9215,6,2,
2021-01-13,MW,9024,104,1,
2021-01-13,N,14750,138,23,
2021-01-13,PN,18275,114,5,
2021-01-13,PS,12029,118,6,
2021-01-13,RC,21574,268,0,
2021-01-13,RN,9275,96,10,
2021-01-13,RS,18278,264,7,
2021-01-13,S,14740,59,12,
2021-01-13,T,15045,174,3,
2021-01-14,A,7207,33,1,
2021-01-14,B,2188,17,0,
2021-01-14,C,3963,18,3,
2021-01-14,D,13779,96,4,
2021-01-14,E,9939,5,0,
2021-01-14,FN,11421,143,6,
2021-01-14,FS,10941,44,7,
2021-01-14,GN,14301,4,0,
2021-01-14,GS,10506,37,0,
2021-01-14,HE,9867,65,7,
2021-01-14,HW,10602,138,1,
2021-01-14,KE,17798,52,12,
2021-01-14,KW,19806,227,12,
2021-01-14,L,11274,38,11,
2021-01-14,ME,9234,5,2,
2021-01-14,MW,9037,109,0,
2021-01-14,N,14778,132,22,
2021-01-14,PN,18304,101,5,
2021-01-14,PS,12057,110,5,
2021-01-14,RC,21619,253,0,
2021-01-14,RN,9285,96,10,
2021-01-14,RS,18303,331,7,
2021-01-14,S,14758,54,12,
2021-01-14,T,15085,166,3,
2021-01-15,A,7223,32,1,
2021-01-15,B,2190,15,1,
2021-01-15,C,3967,18,3,
2021-01-15,D,13811,108,3,
2021-01-15,E,9955,4,0,
2021-01-15,FN,11443,134,4,
2021-01-15,FS,10951,48,8,
2021-01-15,GN,14317,4,0,
2021-01-15,GS,10518,32,0,
2021-01-15,HE,9904,75,10,
2021-01-15,HW,10618,135,1,
2021-01-15,KE,17820,59,10,
2021-01-15,KW,19849,244,11,
2021-01-15,L,11303,39,13,
2021-01-15,ME,9245,5,1,
2021-01-15,MW,9056,105,1,
2021-01-15,N,14807,147,21,
2021-01-15,PN,18324,82,3,
2021-01-15,PS,12075,114,7,
2021-01-15,RC,21655,293,0,
2021-01-15,RN,9294,96,10,
2021-01-15,RS,18347,352,8,
2021-01-15,S,14788,50,13,
2021-01-15,T,15118,174,4,
2021-01-16,A,7246,33,0,
2021-01-16,B,2193,13,1,
2021-01-16,C,3974,17,3,
2021-01-16,D,13842,115,3,
2021-01-16,E,9971,3,0,
2021-01-16,FN,11467,120,4,
2021-01-16,FS,10957,47,8,
2021-01-16,GN,14339,9,0,
2021-01-16,GS,10537,29,0,
2021-01-16,HE,9923,66,10,
2021-01-16,HW,10637,140,1,
2021-01-16,KE,17848,64,10,
2021-01-16,KW,19895,251,12,
2021-01-16,L,11320,45,13,
2021-01-16,ME,9256,4,0,
2021-01-16,MW,9072,106,2,
2021-01-16,N,14834,137,20,
2021-01-16,PN,18346,65,3,
2021-01-16,PS,12098,112,7,
2021-01-16,RC,21696,296,0,
2021-01-16,RN,9307,99,10,
2021-01-16,RS,18379,334,7,
2021-01-16,S,14805,46,13,
2021-01-16,T,15169,175,4,
2021-01-17,A,7255,31,0,
2021-01-17,B,2193,12,1,
2021-01-17,C,3981,20,4,
2021-01-17,D,13865,112,3,
2021-01-17,E,9986,3,0,
2021-01-17,FN,11482,106,4,
2021-01-17,FS,10962,45,7,
2021-01-17,GN,14369,9,0,
2021-01-17,GS,10555,24,0,
2021-01-17,HE,9943,66,11,
2021-01-17,HW,10658,131,1,
2021-01-17,KE,17876,73,9,
2021-01-17,KW,19920,237,10,
2021-01-17,L,11341,44,14,
2021-01-17,ME,9261,1,0,
2021-01-17,MW,9096,99,2,
2021-01-17,N,14855,166,24,
2021-01-17,PN,18375,47,1,
2021-01-17,PS,12126,108,7,
2021-01-17,RC,21734,271,0,
2021-01-17,RN,9312,94,10,
2021-01-17,RS,18399,324,7,
2021-01-17,S,14820,43,13,
2021-01-17,T,15211,182,5,
2021-01-18,A,7260,40,0,
2021-01-18,B,2194,14,1,
2021-01-18,C,3985,19,8,
2021-01-18,D,13877,111,3,
2021-01-18,E,10007,3,0,
2021-01-18,FN,11501,95,4,
2021-01-18,FS,10968,47,7,
2021-01-18,GN,14379,28,4,
2021-01-18,GS,10569,19,0,
2021-01-18,HE,9955,69,11,
2021-01-18,HW,10671,126,1,
2021-01-18,KE,17904,75,9,
2021-01-18,KW,19943,228,10,
2021-01-18,L,11362,42,14,
2021-01-18,ME,9272,2,0,
2021-01-18,MW,9109,101,3,
2021-01-18,N,14871,166,23,
2021-01-18,PN,18396,31,5,
2021-01-18,PS,12146,111,7,
2021-01-18,RC,21760,285,0,
2021-01-18,RN,9317,91,9,
2021-01-18,RS,18430,331,8,
2021-01-18,S,14838,46,14,
2021-01-18,T,15233,176,5,
2021-01-19,A,7272,40,0,
2021-01-19,B,2199,16,2,
2021-01-19,C,3990,19,8,
2021-01-19,D,13905,136,3,
2021-01-19,E,10018,2,0,
2021-01-19,FN,11517,83,4,
2021-01-19,FS,10973,47,6,
2021-01-19,GN,14391,28,4,
2021-01-19,GS,10581,13,0,
2021-01-19,HE,9961,67,12,
2021-01-19,HW,10690,136,1,
2021-01-19,KE,17934,92,8,
2021-01-19,KW,19962,221,10,
2021-01-19,L,11375,45,16,
2021-01-19,ME,9285,2,0,
2021-01-19,MW,9122,99,3,
2021-01-19,N,14899,160,24,
2021-01-19,PN,18414,19,5,
2021-01-19,PS,12168,102,6,
2021-01-19,RC,21811,264,0,
2021-01-19,RN,9323,91,8,
2021-01-19,RS,18455,332,11,
2021-01-19,S,14857,45,14,
2021-01-19,T,15281,195,6,
2021-01-20,A,7283,38,0,
2021-01-20,B,2202,17,2,
2021-01-20,C,3990,18,8,
2021-01-20,D,13930,137,3,
2021-01-20,E,10028,2,0,
2021-01-20,FN,11536,62,2,
2021-01-20,FS,10984,48,8,
2021-01-20,GN,14413,45,6,
2021-01-20,GS,10591,9,0,
2021-01-20,HE,9978,57,12,
2021-01-20,HW,10700,127,1,
2021-01-20,KE,17956,103,10,
2021-01-20,KW,19992,212,9,
2021-01-20,L,11389,43,16,
2021-01-20,ME,9302,2,0,
2021-01-20,MW,9140,96,3,
2021-01-20,N,14921,165,24,
2021-01-20,PN,18448,63,4,
2021-01-20,PS,12190,102,6,
2021-01-20,RC,21830,278,0,
2021-01-20,RN,9335,91,7,
2021-01-20,RS,18490,313,12,
2021-01-20,S,14892,44,11,
2021-01-20,T,15297,182,6,
2021-01-21,A,7286,37,1,
2021-01-21,B,2205,18,2,
2021-01-21,C,4000,21,8,
2021-01-21,D,13950,140,4,
2021-01-21,E,10039,1,0,
2021-01-21,FN,11552,48,0,
2021-01-21,FS,10996,48,9,
2021-01-21,GN,14424,54,9,
2021-01-21,GS,10608,5,0,
2021-01-21,HE,9993,53,12,
2021-01-21,HW,10712,123,1,
2021-01-21,KE,17978,97,13,
2021-01-21,KW,20049,193,10,
2021-01-21,L,11414,41,15,
2021-01-21,ME,9318,20,7,
2021-01-21,MW,9161,102,3,
2021-01-21,N,14939,164,24,
2021-01-21,PN,18473,77,4,
2021-01-21,PS,12219,100,6,
2021-01-21,RC,21856,269,0,
2021-01-21,RN,9340,84,7,
2021-01-21,RS,18534,300,11,
2021-01-21,S,14914,42,11,
2021-01-21,T,15326,179,8,
2021-01-22,A,7295,39,1,
2021-01-22,B,2207,18,2,
2021-01-22,C,4004,20,8,
2021-01-22,D,13977,139,3,
2021-01-22,E,10060,1,0,
2021-01-22,FN,11575,28,0,
2021-01-22,FS,11011,47,10,
2021-01-22,GN,14432,57,9,
2021-01-22,GS,10615,4,0,
2021-01-22,HE,10007,58,13,
2021-01-22,HW,10727,109,1,
2021-01-22,KE,18001,95,13,
2021-01-22,KW,20078,192,11,
2021-01-22,L,11434,41,17,
2021-01-22,ME,9334,20,7,
2021-01-22,MW,9182,106,3,
2021-01-22,N,14968,152,23,
2021-01-22,PN,18503,91,4,
2021-01-22,PS,12239,102,5,
2021-01-22,RC,21877,272,0,
2021-01-22,RN,9345,80,6,
2021-01-22,RS,18556,287,11,
2021-01-22,S,14944,41,11,
2021-01-22,T,15366,186,8,
2021-01-23,A,7302,38,1,
2021-01-23,B,2210,17,3,
2021-01-23,C,4008,22,8,
2021-01-23,D,13998,144,3,
2021-01-23,E,10076,0,0,
2021-01-23,FN,11589,14,0,
2021-01-23,FS,11016,45,10,
2021-01-23,GN,14444,69,9,
2021-01-23,GS,10627,4,0,
2021-01-23,HE,10023,61,13,
2021-01-23,HW,10737,102,1,
2021-01-23,KE,18023,86,14,
2021-01-23,KW,20099,195,11,
2021-01-23,L,11454,39,16,
2021-01-23,ME,9351,20,7,
2021-01-23,MW,9194,109,4,
2021-01-23,N,15001,177,27,
2021-01-23,PN,18516,89,4,
2021-01-23,PS,12254,100,6,
2021-01-23,RC,21916,243,0,
2021-01-23,RN,9353,81,6,
2021-01-23,RS,18571,259,10,
2021-01-23,S,14975,42,11,
2021-01-23,T,15386,188,8,
2021-01-24,A,7305,35,1,
2021-01-24,B,2212,16,3,
2021-01-24,C,4011,21,8,
2021-01-24,D,14016,147,4,
2021-01-24,E,10085,0,0,
2021-01-24,FN,11605,0,0,
2021-01-24,FS,11022,43,9,
2021-01-24,GN,14454,71,9,
2021-01-24,GS,10639,4,0,
2021-01-24,HE,10038,64,14,
2021-01-24,HW,10756,92,1,
2021-01-24,KE,18054,78,13,
2021-01-24,KW,20135,201,13,
2021-01-24,L,11469,42,15,
2021-01-24,ME,9370,22,8,
2021-01-24,MW,9211,101,4,
2021-01-24,N,15022,182,27,
2021-01-24,PN,18548,87,4,
2021-01-24,PS,12273,103,6,
2021-01-24,RC,21954,226,0,
2021-01-24,RN,9361,80,5,
2021-01-24,RS,18611,241,10,
2021-01-24,S,15000,41,11,
2021-01-24,T,15412,187,8,
2021-01-25,A,7315,33,1,
2021-01-25,B,2213,14,3,
2021-01-25,C,4020,25,11,
